1672531199999999999,SELL,16625.080078125,2.0,LIMIT,lp_crypto.BTC-USD_0
1672531200000000000,BUY,16625.080078125,2.0,MARKET,ord_crypto.BTC-USD_0
1672703999999999999,BUY,16679.857421875,1.0,LIMIT,lp_crypto.BTC-USD_2
1672703999999999999,BUY,233.98562622070312,2.0,LIMIT,lp_equities.MSFT_0
1672704000000000000,SELL,233.98562622070312,2.0,MARKET,ord_equities.MSFT_0
1672704000000000000,SELL,16679.857421875,1.0,MARKET,ord_crypto.BTC-USD_2
1672790399999999999,SELL,16863.23828125,2.0,LIMIT,lp_crypto.BTC-USD_3
1672790399999999999,BUY,124.48202514648438,2.0,LIMIT,lp_equities.AAPL_1
1672790399999999999,BUY,223.7503967285156,1.0,LIMIT,lp_equities.MSFT_1
1672790400000000000,SELL,223.7503967285156,1.0,MARKET,ord_equities.MSFT_1
1672790400000000000,SELL,124.48202514648438,2.0,MARKET,ord_equities.AAPL_1
1672790400000000000,BUY,16863.23828125,2.0,MARKET,ord_crypto.BTC-USD_3
1672876799999999999,BUY,123.16194915771484,1.0,LIMIT,lp_equities.AAPL_2
1672876800000000000,SELL,123.16194915771484,1.0,MARKET,ord_equities.AAPL_2
1672963199999999999,BUY,16951.96875,1.0,LIMIT,lp_crypto.BTC-USD_5
1672963199999999999,SELL,219.6777191162109,1.0,LIMIT,lp_equities.MSFT_3
1672963200000000000,BUY,219.6777191162109,1.0,MARKET,ord_equities.MSFT_3
1672963200000000000,SELL,16951.96875,1.0,MARKET,ord_crypto.BTC-USD_5
1673049599999999999,SELL,16955.078125,1.0,LIMIT,lp_crypto.BTC-USD_6
1673049600000000000,BUY,16955.078125,1.0,MARKET,ord_crypto.BTC-USD_6
1673135999999999999,BUY,17091.14453125,1.0,LIMIT,lp_crypto.BTC-USD_7
1673136000000000000,SELL,17091.14453125,1.0,MARKET,ord_crypto.BTC-USD_7
1673222399999999999,BUY,17196.5546875,1.0,LIMIT,lp_crypto.BTC-USD_8
1673222400000000000,SELL,17196.5546875,1.0,MARKET,ord_crypto.BTC-USD_8
1673308799999999999,SELL,128.7870635986328,2.0,LIMIT,lp_equities.AAPL_5
1673308799999999999,SELL,17446.29296875,1.0,LIMIT,lp_crypto.BTC-USD_9
1673308799999999999,SELL,223.50621032714844,1.0,LIMIT,lp_equities.MSFT_5
1673308800000000000,BUY,17446.29296875,1.0,MARKET,ord_crypto.BTC-USD_9
1673308800000000000,BUY,223.50621032714844,1.0,MARKET,ord_equities.MSFT_5
1673308800000000000,BUY,128.7870635986328,2.0,MARKET,ord_equities.AAPL_5
1673395199999999999,BUY,230.2646331787109,1.0,LIMIT,lp_equities.MSFT_6
1673395200000000000,SELL,230.2646331787109,1.0,MARKET,ord_equities.MSFT_6
1673481599999999999,BUY,131.42724609375,1.0,LIMIT,lp_equities.AAPL_7
1673481599999999999,SELL,1.0766000747680664,1.0,LIMIT,lp_fx.EURUSD_8
1673481599999999999,BUY,18869.587890625,1.0,LIMIT,lp_crypto.BTC-USD_11
1673481600000000000,BUY,1.0766000747680664,1.0,MARKET,ord_fx.EURUSD_8
1673481600000000000,SELL,131.42724609375,1.0,MARKET,ord_equities.AAPL_7
1673481600000000000,SELL,18869.587890625,1.0,MARKET,ord_crypto.BTC-USD_11
1673567999999999999,BUY,1.0860239267349243,1.0,LIMIT,lp_fx.EURUSD_9
1673567999999999999,BUY,233.6438140869141,1.0,LIMIT,lp_equities.MSFT_8
1673567999999999999,BUY,132.75718688964844,1.0,LIMIT,lp_equities.AAPL_8
1673568000000000000,SELL,1.0860239267349243,1.0,MARKET,ord_fx.EURUSD_9
1673568000000000000,SELL,233.6438140869141,1.0,MARKET,ord_equities.MSFT_8
1673568000000000000,SELL,132.75718688964844,1.0,MARKET,ord_equities.AAPL_8
1673654399999999999,SELL,20976.298828125,1.0,LIMIT,lp_crypto.BTC-USD_13
1673654400000000000,BUY,20976.298828125,1.0,MARKET,ord_crypto.BTC-USD_13
1673740799999999999,SELL,20880.798828125,1.0,LIMIT,lp_crypto.BTC-USD_14
1673740800000000000,BUY,20880.798828125,1.0,MARKET,ord_crypto.BTC-USD_14
1673827199999999999,BUY,21169.6328125,1.0,LIMIT,lp_crypto.BTC-USD_15
1673827200000000000,SELL,21169.6328125,1.0,MARKET,ord_crypto.BTC-USD_15
1673913599999999999,SELL,234.73765563964844,1.0,LIMIT,lp_equities.MSFT_9
1673913599999999999,BUY,133.91964721679688,1.0,LIMIT,lp_equities.AAPL_9
1673913600000000000,SELL,133.91964721679688,1.0,MARKET,ord_equities.AAPL_9
1673913600000000000,BUY,234.73765563964844,1.0,MARKET,ord_equities.MSFT_9
1673999999999999999,SELL,133.20050048828125,1.0,LIMIT,lp_equities.AAPL_10
